example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-eng-145638,fra,eng,Je cherche le ticket a la station ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145639,fra,eng,Je cherche le ticket a la station cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145640,fra,eng,Je cherche le ticket a la station ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145641,fra,eng,Je cherche le ticket a la station demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145642,fra,eng,Je cherche le ticket a la station demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145643,fra,eng,Je cherche le ticket a la station aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145644,fra,eng,Je cherche le ticket a la station maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145645,fra,eng,Je cherche le ticket a la station plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145646,fra,eng,Je cherche le ticket a la station avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145647,fra,eng,Je cherche le ticket a la station apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145648,fra,eng,Je cherche le ticket a la station pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145649,fra,eng,Je cherche le ticket a la station avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145650,fra,eng,Je cherche le ticket a la station apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145651,fra,eng,Je cherche le ticket a la station pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145652,fra,eng,Je cherche le ticket a la station avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145653,fra,eng,Je cherche le ticket a la station apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145654,fra,eng,Je cherche le ticket a la station dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145655,fra,eng,Je cherche le ticket a la station dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145656,fra,eng,Je cherche le ticket a la station cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145657,fra,eng,Je cherche le ticket a la station le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145658,fra,eng,Je cherche le ticket a la station chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145659,fra,eng,Je cherche le ticket a la station chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145660,fra,eng,Je cherche le ticket a la station le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145661,fra,eng,Je cherche le ticket a la station le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145662,fra,eng,Je cherche le ticket a la station le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145663,fra,eng,Je cherche le ticket a la station le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145664,fra,eng,Je cherche le ticket a la station le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145665,fra,eng,Je cherche le ticket a la station le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145666,fra,eng,Je cherche le ticket a la station le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145667,fra,eng,Je cherche le ticket a la station pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145668,fra,eng,Je cherche le ticket au terrain ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145669,fra,eng,Je cherche le ticket au terrain cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145670,fra,eng,Je cherche le ticket au terrain ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145671,fra,eng,Je cherche le ticket au terrain demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145672,fra,eng,Je cherche le ticket au terrain demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145673,fra,eng,Je cherche le ticket au terrain aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145674,fra,eng,Je cherche le ticket au terrain maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145675,fra,eng,Je cherche le ticket au terrain plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145676,fra,eng,Je cherche le ticket au terrain avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145677,fra,eng,Je cherche le ticket au terrain apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145678,fra,eng,Je cherche le ticket au terrain pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145679,fra,eng,Je cherche le ticket au terrain avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145680,fra,eng,Je cherche le ticket au terrain apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145681,fra,eng,Je cherche le ticket au terrain pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145682,fra,eng,Je cherche le ticket au terrain avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145683,fra,eng,Je cherche le ticket au terrain apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145684,fra,eng,Je cherche le ticket au terrain dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145685,fra,eng,Je cherche le ticket au terrain dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145686,fra,eng,Je cherche le ticket au terrain cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145687,fra,eng,Je cherche le ticket au terrain le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145688,fra,eng,Je cherche le ticket au terrain chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145689,fra,eng,Je cherche le ticket au terrain chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145690,fra,eng,Je cherche le ticket au terrain le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145691,fra,eng,Je cherche le ticket au terrain le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145692,fra,eng,Je cherche le ticket au terrain le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145693,fra,eng,Je cherche le ticket au terrain le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145694,fra,eng,Je cherche le ticket au terrain le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145695,fra,eng,Je cherche le ticket au terrain le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145696,fra,eng,Je cherche le ticket au terrain le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145697,fra,eng,Je cherche le ticket au terrain pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145698,fra,eng,Je cherche le ticket au point de controle ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145699,fra,eng,Je cherche le ticket au point de controle cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145700,fra,eng,Je cherche le ticket au point de controle ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145701,fra,eng,Je cherche le ticket au point de controle demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145702,fra,eng,Je cherche le ticket au point de controle demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145703,fra,eng,Je cherche le ticket au point de controle aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145704,fra,eng,Je cherche le ticket au point de controle maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145705,fra,eng,Je cherche le ticket au point de controle plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145706,fra,eng,Je cherche le ticket au point de controle avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145707,fra,eng,Je cherche le ticket au point de controle apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145708,fra,eng,Je cherche le ticket au point de controle pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145709,fra,eng,Je cherche le ticket au point de controle avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145710,fra,eng,Je cherche le ticket au point de controle apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145711,fra,eng,Je cherche le ticket au point de controle pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145712,fra,eng,Je cherche le ticket au point de controle avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145713,fra,eng,Je cherche le ticket au point de controle apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145714,fra,eng,Je cherche le ticket au point de controle dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145715,fra,eng,Je cherche le ticket au point de controle dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145716,fra,eng,Je cherche le ticket au point de controle cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145717,fra,eng,Je cherche le ticket au point de controle le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145718,fra,eng,Je cherche le ticket au point de controle chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145719,fra,eng,Je cherche le ticket au point de controle chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145720,fra,eng,Je cherche le ticket au point de controle le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145721,fra,eng,Je cherche le ticket au point de controle le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145722,fra,eng,Je cherche le ticket au point de controle le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145723,fra,eng,Je cherche le ticket au point de controle le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145724,fra,eng,Je cherche le ticket au point de controle le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145725,fra,eng,Je cherche le ticket au point de controle le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145726,fra,eng,Je cherche le ticket au point de controle le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145727,fra,eng,Je cherche le ticket au point de controle pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145728,fra,eng,Je cherche le formulaire a la maison ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145729,fra,eng,Je cherche le formulaire a la maison cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145730,fra,eng,Je cherche le formulaire a la maison ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145731,fra,eng,Je cherche le formulaire a la maison demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145732,fra,eng,Je cherche le formulaire a la maison demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145733,fra,eng,Je cherche le formulaire a la maison aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145734,fra,eng,Je cherche le formulaire a la maison maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145735,fra,eng,Je cherche le formulaire a la maison plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145736,fra,eng,Je cherche le formulaire a la maison avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145737,fra,eng,Je cherche le formulaire a la maison apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145738,fra,eng,Je cherche le formulaire a la maison pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145739,fra,eng,Je cherche le formulaire a la maison avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145740,fra,eng,Je cherche le formulaire a la maison apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145741,fra,eng,Je cherche le formulaire a la maison pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145742,fra,eng,Je cherche le formulaire a la maison avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145743,fra,eng,Je cherche le formulaire a la maison apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145744,fra,eng,Je cherche le formulaire a la maison dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145745,fra,eng,Je cherche le formulaire a la maison dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145746,fra,eng,Je cherche le formulaire a la maison cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145747,fra,eng,Je cherche le formulaire a la maison le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145748,fra,eng,Je cherche le formulaire a la maison chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145749,fra,eng,Je cherche le formulaire a la maison chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145750,fra,eng,Je cherche le formulaire a la maison le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145751,fra,eng,Je cherche le formulaire a la maison le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145752,fra,eng,Je cherche le formulaire a la maison le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145753,fra,eng,Je cherche le formulaire a la maison le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145754,fra,eng,Je cherche le formulaire a la maison le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145755,fra,eng,Je cherche le formulaire a la maison le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145756,fra,eng,Je cherche le formulaire a la maison le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145757,fra,eng,Je cherche le formulaire a la maison pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145758,fra,eng,Je cherche le formulaire au marche ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145759,fra,eng,Je cherche le formulaire au marche cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145760,fra,eng,Je cherche le formulaire au marche ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145761,fra,eng,Je cherche le formulaire au marche demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145762,fra,eng,Je cherche le formulaire au marche demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145763,fra,eng,Je cherche le formulaire au marche aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145764,fra,eng,Je cherche le formulaire au marche maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145765,fra,eng,Je cherche le formulaire au marche plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145766,fra,eng,Je cherche le formulaire au marche avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145767,fra,eng,Je cherche le formulaire au marche apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145768,fra,eng,Je cherche le formulaire au marche pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145769,fra,eng,Je cherche le formulaire au marche avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145770,fra,eng,Je cherche le formulaire au marche apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145771,fra,eng,Je cherche le formulaire au marche pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145772,fra,eng,Je cherche le formulaire au marche avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145773,fra,eng,Je cherche le formulaire au marche apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145774,fra,eng,Je cherche le formulaire au marche dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145775,fra,eng,Je cherche le formulaire au marche dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145776,fra,eng,Je cherche le formulaire au marche cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145777,fra,eng,Je cherche le formulaire au marche le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145778,fra,eng,Je cherche le formulaire au marche chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145779,fra,eng,Je cherche le formulaire au marche chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145780,fra,eng,Je cherche le formulaire au marche le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145781,fra,eng,Je cherche le formulaire au marche le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145782,fra,eng,Je cherche le formulaire au marche le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145783,fra,eng,Je cherche le formulaire au marche le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145784,fra,eng,Je cherche le formulaire au marche le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145785,fra,eng,Je cherche le formulaire au marche le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145786,fra,eng,Je cherche le formulaire au marche le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145787,fra,eng,Je cherche le formulaire au marche pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145788,fra,eng,Je cherche le formulaire a l'ecole ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145789,fra,eng,Je cherche le formulaire a l'ecole cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145790,fra,eng,Je cherche le formulaire a l'ecole ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145791,fra,eng,Je cherche le formulaire a l'ecole demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145792,fra,eng,Je cherche le formulaire a l'ecole demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145793,fra,eng,Je cherche le formulaire a l'ecole aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145794,fra,eng,Je cherche le formulaire a l'ecole maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145795,fra,eng,Je cherche le formulaire a l'ecole plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145796,fra,eng,Je cherche le formulaire a l'ecole avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145797,fra,eng,Je cherche le formulaire a l'ecole apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145798,fra,eng,Je cherche le formulaire a l'ecole pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145799,fra,eng,Je cherche le formulaire a l'ecole avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145800,fra,eng,Je cherche le formulaire a l'ecole apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145801,fra,eng,Je cherche le formulaire a l'ecole pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145802,fra,eng,Je cherche le formulaire a l'ecole avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145803,fra,eng,Je cherche le formulaire a l'ecole apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145804,fra,eng,Je cherche le formulaire a l'ecole dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145805,fra,eng,Je cherche le formulaire a l'ecole dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145806,fra,eng,Je cherche le formulaire a l'ecole cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145807,fra,eng,Je cherche le formulaire a l'ecole le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145808,fra,eng,Je cherche le formulaire a l'ecole chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145809,fra,eng,Je cherche le formulaire a l'ecole chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145810,fra,eng,Je cherche le formulaire a l'ecole le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145811,fra,eng,Je cherche le formulaire a l'ecole le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145812,fra,eng,Je cherche le formulaire a l'ecole le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145813,fra,eng,Je cherche le formulaire a l'ecole le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145814,fra,eng,Je cherche le formulaire a l'ecole le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145815,fra,eng,Je cherche le formulaire a l'ecole le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145816,fra,eng,Je cherche le formulaire a l'ecole le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145817,fra,eng,Je cherche le formulaire a l'ecole pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145818,fra,eng,Je cherche le formulaire a l'hopital ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145819,fra,eng,Je cherche le formulaire a l'hopital cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145820,fra,eng,Je cherche le formulaire a l'hopital ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145821,fra,eng,Je cherche le formulaire a l'hopital demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145822,fra,eng,Je cherche le formulaire a l'hopital demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145823,fra,eng,Je cherche le formulaire a l'hopital aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145824,fra,eng,Je cherche le formulaire a l'hopital maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145825,fra,eng,Je cherche le formulaire a l'hopital plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145826,fra,eng,Je cherche le formulaire a l'hopital avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145827,fra,eng,Je cherche le formulaire a l'hopital apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145828,fra,eng,Je cherche le formulaire a l'hopital pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145829,fra,eng,Je cherche le formulaire a l'hopital avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145830,fra,eng,Je cherche le formulaire a l'hopital apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145831,fra,eng,Je cherche le formulaire a l'hopital pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145832,fra,eng,Je cherche le formulaire a l'hopital avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145833,fra,eng,Je cherche le formulaire a l'hopital apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145834,fra,eng,Je cherche le formulaire a l'hopital dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145835,fra,eng,Je cherche le formulaire a l'hopital dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145836,fra,eng,Je cherche le formulaire a l'hopital cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145837,fra,eng,Je cherche le formulaire a l'hopital le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145838,fra,eng,Je cherche le formulaire a l'hopital chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145839,fra,eng,Je cherche le formulaire a l'hopital chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145840,fra,eng,Je cherche le formulaire a l'hopital le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145841,fra,eng,Je cherche le formulaire a l'hopital le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145842,fra,eng,Je cherche le formulaire a l'hopital le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145843,fra,eng,Je cherche le formulaire a l'hopital le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145844,fra,eng,Je cherche le formulaire a l'hopital le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145845,fra,eng,Je cherche le formulaire a l'hopital le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145846,fra,eng,Je cherche le formulaire a l'hopital le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145847,fra,eng,Je cherche le formulaire a l'hopital pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145848,fra,eng,Je cherche le formulaire au bureau ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145849,fra,eng,Je cherche le formulaire au bureau cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145850,fra,eng,Je cherche le formulaire au bureau ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145851,fra,eng,Je cherche le formulaire au bureau demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145852,fra,eng,Je cherche le formulaire au bureau demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145853,fra,eng,Je cherche le formulaire au bureau aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145854,fra,eng,Je cherche le formulaire au bureau maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145855,fra,eng,Je cherche le formulaire au bureau plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145856,fra,eng,Je cherche le formulaire au bureau avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145857,fra,eng,Je cherche le formulaire au bureau apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145858,fra,eng,Je cherche le formulaire au bureau pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145859,fra,eng,Je cherche le formulaire au bureau avant la reunion.,,,,,,,CC-BY-4.0,,,
fra-eng-145860,fra,eng,Je cherche le formulaire au bureau apres la pluie.,,,,,,,CC-BY-4.0,,,
fra-eng-145861,fra,eng,Je cherche le formulaire au bureau pendant le voyage.,,,,,,,CC-BY-4.0,,,
fra-eng-145862,fra,eng,Je cherche le formulaire au bureau avant le depart.,,,,,,,CC-BY-4.0,,,
fra-eng-145863,fra,eng,Je cherche le formulaire au bureau apres l'appel.,,,,,,,CC-BY-4.0,,,
fra-eng-145864,fra,eng,Je cherche le formulaire au bureau dans une heure.,,,,,,,CC-BY-4.0,,,
fra-eng-145865,fra,eng,Je cherche le formulaire au bureau dans deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-145866,fra,eng,Je cherche le formulaire au bureau cette semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145867,fra,eng,Je cherche le formulaire au bureau le mois prochain.,,,,,,,CC-BY-4.0,,,
fra-eng-145868,fra,eng,Je cherche le formulaire au bureau chaque jour.,,,,,,,CC-BY-4.0,,,
fra-eng-145869,fra,eng,Je cherche le formulaire au bureau chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-145870,fra,eng,Je cherche le formulaire au bureau le lundi.,,,,,,,CC-BY-4.0,,,
fra-eng-145871,fra,eng,Je cherche le formulaire au bureau le mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-145872,fra,eng,Je cherche le formulaire au bureau le mercredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145873,fra,eng,Je cherche le formulaire au bureau le jeudi.,,,,,,,CC-BY-4.0,,,
fra-eng-145874,fra,eng,Je cherche le formulaire au bureau le vendredi.,,,,,,,CC-BY-4.0,,,
fra-eng-145875,fra,eng,Je cherche le formulaire au bureau le samedi.,,,,,,,CC-BY-4.0,,,
fra-eng-145876,fra,eng,Je cherche le formulaire au bureau le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-145877,fra,eng,Je cherche le formulaire au bureau pendant la saison seche.,,,,,,,CC-BY-4.0,,,
fra-eng-145878,fra,eng,Je cherche le formulaire a la gare ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145879,fra,eng,Je cherche le formulaire a la gare cet apres-midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145880,fra,eng,Je cherche le formulaire a la gare ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145881,fra,eng,Je cherche le formulaire a la gare demain matin.,,,,,,,CC-BY-4.0,,,
fra-eng-145882,fra,eng,Je cherche le formulaire a la gare demain soir.,,,,,,,CC-BY-4.0,,,
fra-eng-145883,fra,eng,Je cherche le formulaire a la gare aujourd'hui.,,,,,,,CC-BY-4.0,,,
fra-eng-145884,fra,eng,Je cherche le formulaire a la gare maintenant.,,,,,,,CC-BY-4.0,,,
fra-eng-145885,fra,eng,Je cherche le formulaire a la gare plus tard.,,,,,,,CC-BY-4.0,,,
fra-eng-145886,fra,eng,Je cherche le formulaire a la gare avant midi.,,,,,,,CC-BY-4.0,,,
fra-eng-145887,fra,eng,Je cherche le formulaire a la gare apres le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-145888,fra,eng,Je cherche le formulaire a la gare pendant la pause.,,,,,,,CC-BY-4.0,,,
fra-eng-145889,fra,eng,Je cherche le formulaire a la gare avant la reunion.,,,,,,,CC-BY-4.0,,,
